branch_office,month_tz,day_tz,hour_tz,tiempodeses,prediccion
1,10,26,17,55,FALSE
1,10,27,4,0,FALSE
1,11,4,0,0,FALSE
3,11,10,14,0,FALSE
1,10,28,8,12050,TRUE
2,11,5,5,0,FALSE
3,11,9,8,0,FALSE
1,11,17,9,810,TRUE
3,11,16,8,0,FALSE
1,11,3,15,0,FALSE
1,10,27,22,0,FALSE
3,11,16,0,2116,TRUE
3,11,16,13,0,FALSE
1,11,5,20,0,FALSE
3,11,7,17,0,FALSE
3,11,7,19,453,TRUE
1,11,30,0,0,FALSE
1,10,30,7,0,FALSE
3,11,12,12,0,FALSE
3,11,24,6,0,FALSE
1,11,28,17,582,TRUE
3,11,28,20,0,FALSE
1,11,30,8,0,FALSE
1,11,3,16,0,FALSE
1,11,8,2,3980,TRUE
1,10,31,11,1795,TRUE
1,11,16,19,1564,TRUE
1,10,31,7,391,TRUE
1,11,29,21,0,FALSE
1,10,27,14,0,FALSE
3,11,15,10,0,FALSE
1,11,3,17,0,FALSE
2,11,30,11,564,TRUE
3,11,24,4,0,FALSE
1,10,26,11,1448,TRUE
1,11,6,23,241,TRUE
2,11,11,15,0,FALSE
2,11,11,20,0,FALSE
3,11,12,14,111,TRUE
3,11,9,7,72,FALSE
3,11,11,15,0,FALSE
1,10,30,12,40,FALSE
3,11,14,14,15,FALSE
3,11,14,15,1481,TRUE
2,11,7,16,7909,TRUE
3,11,14,19,30595,TRUE
3,11,10,10,25547,TRUE
1,11,15,4,25327,TRUE
1,11,27,21,0,FALSE
3,11,29,5,0,FALSE
3,11,4,14,1596,TRUE
1,11,5,12,0,FALSE
1,11,2,18,0,FALSE
2,11,7,20,19,FALSE
3,11,7,15,0,FALSE
1,11,30,14,0,FALSE
1,11,17,15,0,FALSE
3,11,7,15,0,FALSE
2,11,16,3,0,FALSE
1,10,28,19,0,FALSE
1,11,17,8,1344,TRUE
3,11,10,14,0,FALSE
1,11,9,19,30392,TRUE
3,11,10,15,1836,TRUE
1,11,9,23,0,FALSE
1,11,8,15,1315,TRUE
3,11,29,8,0,FALSE
3,11,4,11,0,FALSE
3,11,16,21,0,FALSE
1,11,3,0,842,TRUE
1,11,28,19,0,FALSE
1,11,4,13,0,FALSE
2,11,27,14,4964,TRUE
3,11,3,19,0,FALSE
1,11,17,14,12,FALSE
3,11,10,6,24541,TRUE
3,11,8,17,0,FALSE
3,11,29,7,0,FALSE
3,11,15,7,0,FALSE
1,11,5,20,0,FALSE
1,10,26,23,0,FALSE
3,11,29,22,0,FALSE
3,11,15,18,0,FALSE
3,11,3,19,0,FALSE
3,11,11,18,2028,TRUE
3,11,3,12,0,FALSE
2,11,13,12,0,FALSE
3,11,15,14,0,FALSE
1,10,29,9,0,FALSE
1,11,4,19,14519,TRUE
1,11,2,10,0,FALSE
1,11,7,12,5760,TRUE
1,11,6,16,19,FALSE
1,11,3,14,0,FALSE
1,10,30,19,900,TRUE
3,11,10,0,1,FALSE
1,10,31,9,0,FALSE
3,11,15,17,0,FALSE
3,11,12,23,0,FALSE
2,11,5,12,3890,TRUE
3,11,19,15,113,TRUE
1,11,3,20,0,FALSE
3,11,10,13,0,FALSE
2,11,27,18,0,FALSE
1,11,24,14,0,FALSE
3,11,24,10,12888,TRUE
3,11,2,18,0,FALSE
3,11,23,15,0,FALSE
1,11,29,9,33504,TRUE
1,10,27,20,0,FALSE
3,11,12,21,0,FALSE
1,11,4,11,11708,TRUE
3,11,16,3,220,TRUE
1,11,10,5,0,FALSE
3,11,30,9,0,FALSE
2,11,29,19,5617,TRUE
3,11,13,19,0,FALSE
2,11,15,16,8917,TRUE
1,11,19,13,0,FALSE
1,11,16,16,0,FALSE
3,11,14,6,0,FALSE
1,11,29,11,4302,TRUE
1,10,26,22,0,FALSE
1,10,30,16,68035,TRUE
1,11,16,11,13867,TRUE
1,11,4,17,0,FALSE
3,11,4,0,0,FALSE
1,11,1,22,41,FALSE
3,11,2,10,817,TRUE
2,11,7,17,3860,TRUE
1,11,27,16,37,FALSE
3,11,19,17,0,FALSE
3,11,9,6,0,FALSE
3,11,12,14,3066,TRUE
3,11,29,18,0,FALSE
1,10,29,1,1102,TRUE
1,11,23,15,0,FALSE
1,11,9,8,16304,TRUE
1,11,13,19,972,TRUE
1,11,5,12,1696,TRUE
1,11,8,14,0,FALSE
3,11,3,20,0,FALSE
1,11,15,15,0,FALSE
1,10,27,23,0,FALSE
1,11,8,13,0,FALSE
3,11,5,19,0,FALSE
1,10,31,18,0,FALSE
1,11,9,16,768,TRUE
3,11,13,14,0,FALSE
3,11,16,22,0,FALSE
1,11,14,13,484,TRUE
3,11,5,16,5500,TRUE
1,10,31,14,0,FALSE
1,11,4,19,0,FALSE
1,11,13,11,3488,TRUE
1,11,14,22,48,FALSE
1,11,7,22,21427,TRUE
1,11,9,10,63,FALSE
1,11,5,21,0,FALSE
1,11,24,8,0,FALSE
1,11,17,9,0,FALSE
1,11,1,18,0,FALSE
3,11,10,10,0,FALSE
1,10,26,17,0,FALSE
1,11,11,15,0,FALSE
1,11,5,4,1275,TRUE
1,11,16,6,0,FALSE
3,11,10,9,1105,TRUE
3,11,28,12,2880,TRUE
1,11,30,16,0,FALSE
3,11,14,11,0,FALSE
3,11,3,18,0,FALSE
3,11,30,14,9502,TRUE
1,11,9,19,0,FALSE
1,11,9,20,0,FALSE
1,11,12,0,0,FALSE
2,11,29,20,29880,TRUE
3,11,28,10,0,FALSE
3,11,13,17,0,FALSE
1,11,8,11,1764,TRUE
3,11,24,17,1492,TRUE
3,11,10,8,0,FALSE
3,11,3,12,81,TRUE
3,11,8,18,0,FALSE
3,11,12,5,0,FALSE
3,11,12,16,179,TRUE
3,11,3,8,177,TRUE
1,10,28,8,68029,TRUE
2,11,10,15,0,FALSE
3,11,17,10,0,FALSE
3,11,14,14,0,FALSE
1,11,3,15,7,FALSE
1,11,17,16,0,FALSE
1,11,15,16,0,FALSE
1,11,2,11,0,FALSE
1,10,29,16,3171,TRUE
3,11,8,16,0,FALSE
1,11,24,9,13,FALSE
3,11,6,1,18233,TRUE
1,11,6,21,0,FALSE
3,11,8,16,0,FALSE
2,11,4,22,39,FALSE
3,11,17,5,0,FALSE
2,11,15,19,30640,TRUE
2,11,30,3,7414,TRUE
3,11,9,8,0,FALSE
3,11,29,13,0,FALSE
1,10,30,18,100,TRUE
3,11,30,7,0,FALSE
1,11,2,22,0,FALSE
2,11,12,13,0,FALSE
2,11,10,1,0,FALSE
3,11,15,10,0,FALSE
1,11,13,8,0,FALSE
3,11,16,16,0,FALSE
1,10,27,19,74,TRUE
3,11,7,15,0,FALSE
1,10,27,15,624,TRUE
2,11,27,17,50,FALSE
1,11,24,11,0,FALSE
1,11,1,16,0,FALSE
1,11,7,8,0,FALSE
1,10,31,2,6489,TRUE
2,11,16,2,0,FALSE
3,11,12,10,0,FALSE
3,11,15,20,0,FALSE
3,11,23,19,1125,TRUE
1,11,13,14,0,FALSE
1,11,30,16,100,FALSE
3,11,9,9,228,TRUE
1,11,7,17,0,FALSE
3,11,8,13,0,FALSE
1,10,30,8,0,FALSE
3,11,24,17,0,FALSE
2,11,3,23,1999,TRUE
1,11,29,15,7094,TRUE
1,10,31,21,0,FALSE
1,11,29,8,0,FALSE
1,11,16,17,30,FALSE
1,11,4,12,0,FALSE
1,11,17,0,0,FALSE
3,11,24,6,0,FALSE
3,11,4,9,0,FALSE
1,11,24,9,0,FALSE
3,11,15,22,0,FALSE
1,11,2,10,0,FALSE
2,11,16,2,0,FALSE
1,10,29,23,248,TRUE
2,11,16,6,472,TRUE
1,10,28,15,0,FALSE
1,11,14,9,0,FALSE
3,11,3,13,0,FALSE
2,11,9,0,0,FALSE
3,11,30,5,0,FALSE
1,10,24,19,6799,TRUE
1,11,7,23,0,FALSE
2,11,8,18,0,FALSE
1,10,29,12,0,FALSE
2,11,9,6,0,FALSE
1,11,1,16,300,TRUE
1,11,16,18,0,FALSE
1,10,29,16,0,FALSE
3,11,29,11,3641,TRUE
1,10,28,15,0,FALSE
3,11,28,14,14,FALSE
3,11,28,6,0,FALSE
1,11,6,10,732,TRUE
3,11,10,8,11,FALSE
1,10,31,16,0,FALSE
3,11,29,21,0,FALSE
3,11,16,9,0,FALSE
3,11,9,21,0,FALSE
2,11,4,19,38,TRUE
2,11,9,8,0,FALSE
1,11,16,16,0,FALSE
3,11,28,10,0,FALSE
1,11,7,10,619,TRUE
3,11,15,13,0,FALSE
3,11,5,0,0,FALSE
3,11,14,11,0,FALSE
3,11,4,13,0,FALSE
1,11,7,19,0,FALSE
1,11,2,19,0,FALSE
1,11,29,12,0,FALSE
3,11,14,12,0,FALSE
1,11,7,17,0,FALSE
1,11,30,11,1152,TRUE
1,11,19,17,11852,TRUE
1,11,11,14,0,FALSE
2,11,13,17,7247,TRUE
1,11,10,10,1524,TRUE
3,11,10,10,0,FALSE
1,11,2,16,479,TRUE
3,11,2,17,34,FALSE
2,11,13,16,5437,TRUE
1,11,3,14,0,FALSE
1,10,30,11,0,FALSE
1,11,4,6,21,FALSE
1,11,14,7,0,FALSE
1,11,1,20,0,FALSE
1,10,26,17,0,FALSE
3,11,5,13,210,TRUE
1,10,31,17,0,FALSE
3,11,8,20,0,FALSE
1,11,9,20,0,FALSE
3,11,15,11,12101,TRUE
3,11,14,12,0,FALSE
1,11,6,17,0,FALSE
1,10,25,1,51127,TRUE
1,11,4,16,0,FALSE
2,11,4,9,2067,TRUE
1,11,14,11,0,FALSE
1,10,28,14,0,FALSE
1,11,9,15,72,FALSE
1,10,30,14,0,FALSE
2,11,17,14,0,FALSE
1,11,13,13,164,TRUE
3,11,28,11,1378,TRUE
3,11,9,10,0,FALSE
3,11,30,8,358,TRUE
1,11,14,9,0,FALSE
1,11,15,12,163,TRUE
1,11,8,11,607,TRUE
1,11,9,18,0,FALSE
3,11,30,9,0,FALSE
3,11,7,15,3104,TRUE
3,11,9,9,0,FALSE
1,11,16,22,0,FALSE
1,10,28,17,0,FALSE
3,11,6,22,0,FALSE
1,11,28,18,1794,TRUE
3,11,11,19,0,FALSE
3,11,29,20,25637,TRUE
1,10,29,14,0,FALSE
3,11,30,10,0,FALSE
1,10,27,14,13178,TRUE
2,11,15,13,0,FALSE
1,11,30,11,0,FALSE
1,11,28,19,0,FALSE
3,11,30,15,1841,TRUE
3,11,19,17,2679,TRUE
3,11,15,8,0,FALSE
3,11,16,10,111,TRUE
3,11,14,18,0,FALSE
1,11,16,19,63,FALSE
1,11,27,13,0,FALSE
1,11,16,7,0,FALSE
2,11,7,16,4183,TRUE
3,11,9,12,6018,TRUE
1,11,12,15,0,FALSE
1,11,3,20,9159,TRUE
1,11,27,13,474,TRUE
3,11,12,1,0,FALSE
1,11,6,10,0,FALSE
3,11,8,16,0,FALSE
1,11,4,15,0,FALSE
1,11,3,16,0,FALSE
1,11,28,12,424,TRUE
1,11,24,1,1493,TRUE
1,11,7,7,0,FALSE
1,10,31,19,0,FALSE
3,11,12,18,7040,TRUE
1,10,29,15,4096,TRUE
3,11,4,20,0,FALSE
1,11,7,7,59,FALSE
3,11,29,8,0,FALSE
3,11,3,7,0,FALSE
3,11,24,14,0,FALSE
3,11,14,17,0,FALSE
1,11,6,12,0,FALSE
1,11,8,8,0,FALSE
1,10,28,15,43,TRUE
3,11,8,7,0,FALSE
3,11,16,14,0,FALSE
1,11,28,10,0,FALSE
2,11,9,8,0,FALSE
3,11,9,18,1036,TRUE
3,11,15,17,0,FALSE
3,11,15,11,0,FALSE
3,11,16,8,0,FALSE
2,11,12,12,0,FALSE
1,11,28,15,49,FALSE
1,11,30,15,0,FALSE
3,11,16,15,1066,TRUE
1,10,26,14,30,FALSE
3,11,8,6,0,FALSE
3,11,27,16,16965,TRUE
3,11,10,16,0,FALSE
1,11,30,10,1822,TRUE
1,11,5,9,1157,TRUE
1,11,30,8,586,TRUE
1,11,6,16,21,FALSE
3,11,16,9,0,FALSE
1,11,6,17,8410,TRUE
1,10,27,9,9,FALSE
3,11,19,13,2375,TRUE
1,11,1,16,46,TRUE
3,11,4,21,0,FALSE
1,10,26,19,128,TRUE
1,11,8,16,68,FALSE
1,11,15,15,1568,TRUE
1,11,1,13,268,TRUE
1,11,4,13,0,FALSE
1,10,29,17,0,FALSE
2,11,8,15,16599,TRUE
3,11,4,1,11444,TRUE
3,11,10,16,0,FALSE
3,11,2,15,604,TRUE
1,11,24,15,0,FALSE
1,11,27,19,0,FALSE
1,11,14,19,526,TRUE
3,11,23,15,0,FALSE
1,10,27,14,40,FALSE
3,11,10,13,0,FALSE
3,11,5,13,0,FALSE
1,11,9,20,0,FALSE
2,11,13,15,0,FALSE
2,11,9,18,0,FALSE
1,10,31,11,0,FALSE
2,11,27,14,8657,TRUE
1,11,29,17,14,FALSE
3,11,17,13,0,FALSE
3,11,8,19,0,FALSE
1,11,11,16,46,FALSE
3,11,6,19,5435,TRUE
3,11,6,15,0,FALSE
1,11,28,12,0,FALSE
2,11,28,7,1108,TRUE
1,11,4,18,20,FALSE
1,11,10,7,518,TRUE
1,11,8,13,0,FALSE
3,11,10,7,0,FALSE
3,11,5,14,0,FALSE
3,11,10,9,0,FALSE
3,11,2,12,0,FALSE
3,11,5,19,0,FALSE
3,11,4,12,0,FALSE
3,11,3,7,0,FALSE
3,11,8,14,0,FALSE
1,10,29,16,0,FALSE
2,11,23,15,1693,TRUE
1,11,11,13,41,FALSE
3,11,16,12,0,FALSE
1,11,2,9,0,FALSE
3,11,16,20,0,FALSE
1,11,6,14,123,TRUE
2,11,28,10,0,FALSE
3,11,2,9,427,TRUE
3,11,17,13,0,FALSE
1,11,9,12,120,TRUE
1,10,31,21,128,TRUE
1,11,4,20,0,FALSE
3,11,29,16,0,FALSE
1,10,31,6,0,FALSE
1,10,31,17,0,FALSE
2,11,4,18,971,TRUE
1,11,6,10,66,FALSE
3,11,6,15,0,FALSE
1,10,29,13,68015,TRUE
3,11,23,15,28402,TRUE
3,11,2,19,0,FALSE
1,10,29,18,0,FALSE
1,11,16,22,33970,TRUE
1,10,28,9,20,FALSE
1,11,8,9,5718,TRUE
1,10,31,18,0,FALSE
3,11,30,12,0,FALSE
1,10,26,15,0,FALSE
1,10,31,10,81,TRUE
1,11,10,14,0,FALSE
3,11,2,14,0,FALSE
1,10,30,23,0,FALSE
1,11,8,15,0,FALSE
3,11,13,18,4981,TRUE
1,11,7,11,0,FALSE
1,10,26,6,0,FALSE
3,11,4,8,0,FALSE
1,11,19,15,0,FALSE
1,11,28,12,5360,TRUE
1,11,11,15,50,FALSE
3,11,9,9,0,FALSE
3,11,4,14,2402,TRUE
3,11,6,19,0,FALSE
3,11,11,14,11354,TRUE
3,11,15,15,0,FALSE
1,11,2,22,0,FALSE
1,11,13,23,1380,TRUE
1,10,30,15,0,FALSE
3,11,6,12,0,FALSE
1,10,28,14,0,FALSE
1,11,5,16,4823,TRUE
1,10,29,18,0,FALSE
2,11,24,11,0,FALSE
3,11,6,13,0,FALSE
1,11,27,18,0,FALSE
3,11,14,22,0,FALSE
1,11,15,15,0,FALSE
1,11,30,14,2344,TRUE
3,11,19,14,0,FALSE
3,11,30,9,0,FALSE
3,11,14,13,0,FALSE
2,11,7,18,9917,TRUE
3,11,24,14,0,FALSE
1,11,4,23,0,FALSE
1,10,25,16,2909,TRUE
1,11,27,22,25477,TRUE
1,11,29,20,4,FALSE
1,11,14,15,0,FALSE
3,11,10,10,0,FALSE
3,11,10,13,0,FALSE
1,10,30,8,820,TRUE
1,11,17,10,62589,TRUE
3,11,8,19,0,FALSE
1,11,16,19,0,FALSE
2,11,30,8,49,FALSE
1,11,15,0,0,FALSE
3,11,3,17,0,FALSE
1,11,17,13,0,FALSE
1,11,4,5,0,FALSE
3,11,8,19,0,FALSE
3,11,8,21,0,FALSE
3,11,7,6,0,FALSE
3,11,7,20,0,FALSE
1,10,27,14,5899,TRUE
3,11,27,18,0,FALSE
3,11,3,14,0,FALSE
3,11,30,5,0,FALSE
1,11,3,17,0,FALSE
1,11,19,18,0,FALSE
3,11,29,15,68,FALSE
3,11,24,12,58521,TRUE
1,11,9,8,0,FALSE
3,11,9,16,0,FALSE
3,11,11,17,0,FALSE
3,11,10,8,0,FALSE
1,11,9,3,3256,TRUE
1,11,4,23,11,FALSE
3,11,7,14,0,FALSE
1,11,29,18,0,FALSE
3,11,14,17,34541,TRUE
3,11,6,22,0,FALSE
1,10,27,12,652,TRUE
2,11,4,8,0,FALSE
3,11,11,18,0,FALSE
1,11,7,18,0,FALSE
1,10,26,17,0,FALSE
3,11,12,20,469,TRUE
3,11,14,19,5366,TRUE
3,11,10,0,0,FALSE
3,11,4,9,0,FALSE
1,11,13,10,0,FALSE
3,11,4,21,0,FALSE
1,11,10,13,0,FALSE
3,11,16,11,172,TRUE
3,11,17,10,9179,TRUE
1,10,30,12,128,TRUE
1,10,26,14,0,FALSE
1,11,8,1,0,FALSE
3,11,2,20,0,FALSE
3,11,16,8,0,FALSE
1,11,9,9,0,FALSE
1,11,6,18,0,FALSE
2,11,4,17,13124,TRUE
3,11,15,17,0,FALSE
3,11,11,20,0,FALSE
3,11,17,16,0,FALSE
1,11,17,8,527,TRUE
3,11,7,11,433,TRUE
3,11,9,19,0,FALSE
3,11,7,11,0,FALSE
3,11,4,12,10161,TRUE
1,11,29,20,0,FALSE
3,11,8,22,0,FALSE
1,11,7,15,0,FALSE
1,11,16,15,46,FALSE
3,11,4,22,0,FALSE
3,11,10,12,0,FALSE
3,11,8,20,0,FALSE
3,11,7,17,0,FALSE
3,11,3,18,0,FALSE
1,11,29,13,0,FALSE
1,10,28,18,0,FALSE
1,11,15,18,0,FALSE
1,11,5,19,3851,TRUE
2,11,10,14,2752,TRUE
3,11,3,8,0,FALSE
1,11,6,14,0,FALSE
1,11,3,20,1997,TRUE
3,11,27,18,3769,TRUE
2,11,11,23,0,FALSE
1,11,1,3,4309,TRUE
1,11,4,1,0,FALSE
1,10,28,13,25689,TRUE
1,11,14,9,42,FALSE
3,11,9,10,0,FALSE
3,11,15,9,222,TRUE
1,11,8,22,5777,TRUE
1,10,30,2,0,FALSE
3,11,3,14,0,FALSE
1,10,24,18,0,FALSE
1,11,9,16,10,FALSE
3,11,23,21,129,TRUE
1,11,2,14,0,FALSE
3,11,3,6,0,FALSE
3,11,13,16,822,TRUE
1,10,28,11,430,TRUE
1,11,6,9,1539,TRUE
1,11,6,6,0,FALSE
3,11,17,7,0,FALSE
1,10,31,12,0,FALSE
3,11,14,14,31051,TRUE
1,11,3,21,0,FALSE
3,11,19,15,0,FALSE
3,11,29,20,0,FALSE
1,11,13,12,0,FALSE
1,11,7,17,9,FALSE
2,11,3,15,0,FALSE
1,11,28,7,0,FALSE
1,11,2,21,0,FALSE
3,11,2,16,0,FALSE
2,11,27,18,1246,TRUE
3,11,23,22,0,FALSE
1,11,10,6,62634,TRUE
1,10,27,14,0,FALSE
1,11,16,19,415,TRUE
1,11,14,14,5561,TRUE
3,11,5,7,0,FALSE
3,11,14,7,0,FALSE
1,10,31,23,967,TRUE
1,11,8,11,0,FALSE
1,10,31,9,0,FALSE
3,11,23,17,0,FALSE
1,11,8,7,14782,TRUE
1,11,7,17,0,FALSE
1,11,16,14,0,FALSE
3,11,24,11,0,FALSE
2,11,12,2,0,FALSE
1,10,30,8,9569,TRUE
3,11,10,13,19257,TRUE
3,11,23,19,0,FALSE
3,11,14,6,79,FALSE
1,11,3,19,7,FALSE
3,11,13,14,0,FALSE
3,11,12,14,1838,TRUE
3,11,9,19,0,FALSE
3,11,12,21,0,FALSE
3,11,12,19,0,FALSE
3,11,9,21,0,FALSE
1,10,29,4,0,FALSE
3,11,2,18,0,FALSE
1,11,9,22,38897,TRUE
1,11,4,20,6927,TRUE
1,11,2,15,0,FALSE
1,11,15,19,0,FALSE
1,11,28,19,123,TRUE
1,11,8,11,475,TRUE
1,11,14,16,45,FALSE
1,11,7,7,0,FALSE
1,10,29,20,86,TRUE
1,11,9,3,50694,TRUE
3,11,9,8,0,FALSE
3,11,30,9,0,FALSE
1,11,11,12,27,FALSE
3,11,16,16,1937,TRUE
1,11,16,12,0,FALSE
3,11,15,21,51,FALSE
1,11,6,17,0,FALSE
3,11,11,23,0,FALSE
1,11,16,12,50,FALSE
1,11,29,17,191,TRUE
3,11,12,9,0,FALSE
1,10,29,16,213,TRUE
3,11,15,21,0,FALSE
1,11,17,15,3070,TRUE
3,11,11,15,0,FALSE
2,11,10,16,0,FALSE
1,11,9,17,0,FALSE
3,11,16,16,0,FALSE
1,11,11,17,0,FALSE
1,10,28,9,0,FALSE
3,11,6,9,0,FALSE
1,11,4,22,0,FALSE
1,11,14,19,51,FALSE
3,11,15,8,0,FALSE
3,11,28,9,8326,TRUE
1,11,3,15,29,FALSE
1,11,10,17,0,FALSE
3,11,2,12,0,FALSE
1,11,3,17,32,FALSE
1,11,2,18,7,FALSE
1,11,17,15,0,FALSE
3,11,4,17,0,FALSE
3,11,15,10,0,FALSE
3,11,16,21,10176,TRUE
1,11,7,14,0,FALSE
1,11,7,13,89,TRUE
1,11,14,13,0,FALSE
1,11,7,11,241,TRUE
1,11,6,17,0,FALSE
1,11,6,19,0,FALSE
3,11,8,11,13743,TRUE
1,11,7,10,0,FALSE
3,11,15,17,0,FALSE
3,11,19,15,0,FALSE
1,11,30,6,0,FALSE
1,11,13,17,7,FALSE
1,10,24,19,0,FALSE
1,10,30,14,0,FALSE
1,11,3,0,0,FALSE
1,11,23,14,4481,TRUE
1,11,15,15,82,TRUE
3,11,15,5,0,FALSE
1,10,26,15,0,FALSE
1,11,2,17,0,FALSE
3,11,12,14,538,TRUE
1,11,10,12,39,FALSE
1,11,2,22,18243,TRUE
1,11,1,11,25146,TRUE
1,10,28,17,20,FALSE
3,11,12,14,0,FALSE
1,10,30,18,7906,TRUE
3,11,27,21,254,TRUE
1,11,2,12,0,FALSE
1,10,30,17,264,TRUE
1,11,9,11,46,FALSE
3,11,27,15,0,FALSE
1,11,6,9,350,TRUE
1,11,4,8,0,FALSE
3,11,19,15,0,FALSE
3,11,24,15,0,FALSE
1,10,31,20,0,FALSE
3,11,5,19,0,FALSE
3,11,17,11,0,FALSE
1,10,28,10,0,FALSE
2,11,23,19,4223,TRUE
1,11,29,11,630,TRUE
1,10,27,19,0,FALSE
3,11,12,12,0,FALSE
3,11,5,15,0,FALSE
3,11,9,15,846,TRUE
2,11,3,21,70,TRUE
2,11,11,13,0,FALSE
1,11,16,19,15008,TRUE
1,11,6,10,0,FALSE
3,11,30,8,15901,TRUE
3,11,13,21,0,FALSE
1,10,28,17,0,FALSE
1,11,29,21,0,FALSE
3,11,5,22,0,FALSE
1,10,26,15,0,FALSE
1,11,5,0,0,FALSE
1,11,15,21,46,TRUE
1,11,6,19,316,TRUE
1,11,7,15,32053,TRUE
1,11,14,15,0,FALSE
2,11,15,12,20137,TRUE
2,11,4,10,203,TRUE
1,10,30,14,0,FALSE
1,10,28,18,7,FALSE
3,11,8,8,0,FALSE
1,10,28,11,1189,TRUE
1,11,15,16,0,FALSE
3,11,8,18,0,FALSE
3,11,13,13,26028,TRUE
1,11,6,18,0,FALSE
1,11,10,9,0,FALSE
3,11,10,12,0,FALSE
3,11,29,13,0,FALSE
3,11,15,21,3750,TRUE
3,11,2,1,77,FALSE
2,11,4,15,0,FALSE
3,11,10,12,0,FALSE
3,11,23,22,0,FALSE
3,11,2,18,0,FALSE
3,11,15,2,1922,TRUE
3,11,11,21,0,FALSE
1,11,16,8,0,FALSE
2,11,15,19,22835,TRUE
3,11,30,7,16,FALSE
1,10,26,19,0,FALSE
3,11,28,11,0,FALSE
1,11,12,5,0,FALSE
1,11,24,4,2712,TRUE
1,11,24,11,0,FALSE
1,11,5,11,0,FALSE
1,11,15,21,22,FALSE
1,11,29,20,0,FALSE
1,11,19,17,0,FALSE
1,10,28,13,0,FALSE
1,11,1,23,0,FALSE
3,11,9,8,0,FALSE
3,11,5,7,0,FALSE
2,11,13,16,5208,TRUE
3,11,4,8,1543,TRUE
3,11,17,14,855,TRUE
1,10,25,18,0,FALSE
2,11,7,21,11866,TRUE
3,11,12,16,3681,TRUE
1,11,15,13,0,FALSE
3,11,13,17,0,FALSE
1,11,3,16,0,FALSE
3,11,28,12,2135,TRUE
1,11,17,17,0,FALSE
2,11,30,10,0,FALSE
3,11,29,18,0,FALSE
3,11,24,10,1259,TRUE
1,11,17,6,12,FALSE
3,11,15,17,0,FALSE
2,11,6,12,0,FALSE
1,11,17,16,651,TRUE
3,11,4,20,390,TRUE
1,11,29,6,23567,TRUE
1,11,14,21,0,FALSE
3,11,6,16,0,FALSE
3,11,12,10,0,FALSE
3,11,17,7,0,FALSE
1,11,27,15,1554,TRUE
2,11,8,20,0,FALSE
3,11,15,6,0,FALSE
3,11,15,7,0,FALSE
3,11,12,9,0,FALSE
1,11,5,14,0,FALSE
3,11,15,18,52,FALSE
1,11,13,9,18,FALSE
3,11,6,15,35,FALSE
1,11,15,15,0,FALSE
3,11,24,8,0,FALSE
2,11,4,7,0,FALSE
1,11,15,9,0,FALSE
3,11,6,1,929,TRUE
1,10,29,10,0,FALSE
1,11,24,11,0,FALSE
1,11,27,18,0,FALSE
1,11,9,14,0,FALSE
2,11,8,16,572,TRUE
1,11,12,14,29960,TRUE
3,11,19,17,0,FALSE
3,11,17,7,0,FALSE
1,11,6,10,18285,TRUE
3,11,15,2,638,TRUE
1,11,2,15,8700,TRUE
1,10,31,22,24,FALSE
3,11,7,13,1891,TRUE
1,11,13,2,0,FALSE
3,11,14,18,880,TRUE
2,11,8,22,21603,TRUE
1,11,15,17,65,FALSE
3,11,16,15,0,FALSE
1,10,25,21,0,FALSE
1,10,29,14,15571,TRUE
1,11,6,5,64370,TRUE
3,11,15,20,1062,TRUE
3,11,3,19,0,FALSE
3,11,23,15,0,FALSE
1,10,31,4,64448,TRUE
3,11,13,17,0,FALSE
1,11,4,9,46,FALSE
2,11,28,12,2369,TRUE
2,11,9,23,13088,TRUE
2,11,11,17,0,FALSE
3,11,17,9,0,FALSE
1,11,7,11,3180,TRUE
1,10,30,18,128,TRUE
1,11,15,19,7180,TRUE
1,11,3,11,0,FALSE
3,11,30,3,14693,TRUE
1,10,29,11,45,FALSE
3,11,4,13,0,FALSE
2,11,23,19,5371,TRUE
1,11,5,0,0,FALSE
3,11,4,0,260,TRUE
1,11,2,9,1687,TRUE
3,11,9,22,0,FALSE
1,11,2,11,0,FALSE
1,11,14,22,225,TRUE
3,11,3,14,0,FALSE
1,11,29,16,0,FALSE
1,10,31,8,0,FALSE
3,11,28,16,0,FALSE
3,11,17,8,0,FALSE
3,11,17,6,0,FALSE
3,11,10,11,0,FALSE
1,11,4,17,64445,TRUE
3,11,9,8,0,FALSE
3,11,16,13,4995,TRUE
1,11,5,14,0,FALSE
3,11,4,21,2477,TRUE
2,11,5,15,13196,TRUE
1,10,25,5,51127,TRUE
1,11,7,23,274,TRUE
3,11,29,11,0,FALSE
3,11,9,22,0,FALSE
1,11,16,19,104,TRUE
1,11,15,14,694,TRUE
1,11,4,16,0,FALSE
1,11,12,13,0,FALSE
3,11,9,22,6299,TRUE
3,11,23,19,132,TRUE
1,11,7,23,0,FALSE
1,11,4,9,7620,TRUE
1,10,31,10,0,FALSE
3,11,23,18,0,FALSE
3,11,12,16,218,TRUE
1,11,9,9,0,FALSE
1,11,1,9,33,FALSE
3,11,14,15,30595,TRUE
3,11,28,8,0,FALSE
1,11,8,19,40,TRUE
2,11,28,21,4967,TRUE
3,11,16,19,0,FALSE
1,11,17,14,29682,TRUE
3,11,17,5,0,FALSE
3,11,17,8,0,FALSE
1,11,4,4,0,FALSE
3,11,9,7,357,TRUE
1,11,11,18,0,FALSE
3,11,9,22,0,FALSE
3,11,9,20,117,TRUE
